bin_center,bin_content,bin_error,lower_bound,upper_bound
-0.918255627155304,633.6298828125,0.4692191976581981,633.1606636148418,634.0991020101582
-0.5520437955856323,632.50048828125,0.5647182738396036,631.9357700074104,633.0652065550896
-0.1858524652197957,666.7886962890625,0.6527698782625521,666.1359264107999,667.4414661673251
0.1805318845435977,668.2659301757812,0.655161558805734,667.6107686169755,668.921091734587
0.5473229512572289,642.7177734375,0.5789515366825058,642.1388219008174,643.2967249741826
0.9144599735736847,617.3507690429688,0.6417330149459656,616.7090360280228,617.9925020579147
-0.918255627155304,527.3935546875,0.43151144751138526,526.9620432399886,527.8250661350114
-0.5520437955856323,525.174072265625,0.5176431925484805,524.6564290730765,525.6917154581735
-0.1858524652197957,552.6407470703125,0.597124239995984,552.0436228303165,553.2378713103085
0.1805318845435977,553.02490234375,0.600828429133204,552.4240739146168,553.6257307728832
0.5473229512572289,535.2506103515625,0.5259309766794972,534.724679374883,535.776541328242
0.9144599735736847,517.957763671875,0.42358160114102367,517.534182070734,518.381345273016
-0.918255627155304,397.53192138671875,0.2791992786018562,397.25272210811687,397.81112066532063
-0.5520437955856323,395.3671569824219,0.33189484893042565,395.03526213349147,395.6990518313523
-0.1858524652197957,415.8268737792969,0.3817059464292852,415.4451678328676,416.20857972572617
0.1805318845435977,417.33477783203125,0.38224493656690967,416.95253289546434,417.71702276859816
0.5473229512572289,404.16217041015625,0.33809687204808675,403.82407353810817,404.50026728220433
0.9144599735736847,394.3511047363281,0.2759178568476655,394.07518687948044,394.6270225931758
-0.918255627155304,265.5889587402344,0.22136897908014447,265.36758976115425,265.8103277193145
-0.5520437955856323,264.3958435058594,0.26653682345911356,264.1293066824003,264.66238032931847
-0.1858524652197957,279.7083740234375,0.3097005224973359,279.39867350094016,280.01807454593484
0.1805318845435977,280.40350341796875,0.3108491333223109,280.0926542846464,280.7143525512911
0.5473229512572289,272.23583984375,0.298581336804599,271.9372585069454,272.5344211805546
0.9144599735736847,267.06512451171875,0.22174092926776123,266.843383582451,267.2868654409865
-0.918255627155304,172.3033447265625,0.17333386969463915,172.13001085686787,172.47667859625713
-0.5520437955856323,172.79034423828125,0.21277412526642353,172.57757011301481,173.00311836354769
-0.1858524652197957,182.5066375732422,0.24917564944058765,182.2574619238016,182.75581322268278
0.1805318845435977,183.63217163085938,0.24952237098091146,183.38264925987846,183.8816940018403
0.5473229512572289,177.92367553710938,0.217776149404877,177.7058993877045,178.14145168651424
0.9144599735736847,174.87921142578125,0.1747601808481822,174.70445124493307,175.05397160662943
-0.918255627155304,104.69313049316406,0.13058623961469376,104.56254425354936,104.82371673277876
-0.5520437955856323,105.9460220336914,0.16387953476658346,105.78214249892483,106.10990156845799
-0.1858524652197957,113.01908874511719,0.19410131175586445,112.82498743336133,113.21319005687305
0.1805318845435977,113.25547790527344,0.19476471116628255,113.06071319410715,113.45024261643972
0.5473229512572289,110.16405487060547,0.1695068348442855,109.99454803576118,110.33356170544975
0.9144599735736847,108.21871948242188,0.13384773847412448,108.08487174394774,108.352567220896
-0.918255627155304,58.30272674560547,0.09385987947901296,58.208866866126456,58.39658662508448
-0.5520437955856323,59.63935089111328,0.1209529244553191,59.518397966657965,59.7603038155686
-0.1858524652197957,64.33724975585938,0.14618341516859154,64.19106634069078,64.48343317102797
0.1805318845435977,64.50556182861328,0.1489984835620184,64.35656334505126,64.6545603121753
0.5473229512572289,62.373538970947266,0.2914592272258402,62.08207974372142,62.66499819817311
0.9144599735736847,61.429954528808594,0.09810709655162202,61.33184743225697,61.528061625360216
