bin_center,bin_content,x_lower_bound,x_upper_bound,y_lower_bound,y_upper_bound
-0.918255627155304,633.6298828125,-1.101381540298462,-0.735129714012146,574.2413444519043,693.0184211730957
-0.5520437955856323,632.50048828125,-0.735129714012146,-0.36895787715911865,584.3945693969727,680.6064071655273
-0.1858524652197957,666.7886962890625,-0.36895787715911865,-0.0027470532804727554,619.9530487060547,713.6243438720703
0.1805318845435977,668.2659301757812,-0.0027470532804727554,0.36381082236766815,621.2429084777832,715.2889518737793
0.5473229512572289,642.7177734375,0.36381082236766815,0.7308350801467896,595.0434455871582,690.3921012878418
0.9144599735736847,617.3507690429688,0.7308350801467896,1.0980848670005798,560.9740142822266,673.7275238037109
-0.918255627155304,527.3935546875,-1.101381540298462,-0.735129714012146,479.3368148803711,575.4502944946289
-0.5520437955856323,525.174072265625,-0.735129714012146,-0.36895787715911865,485.307373046875,565.040771484375
-0.1858524652197957,552.6407470703125,-0.36895787715911865,-0.0027470532804727554,513.5011825561523,591.7803115844727
0.1805318845435977,553.02490234375,-0.0027470532804727554,0.36381082236766815,514.0932235717773,591.9565811157227
0.5473229512572289,535.2506103515625,0.36381082236766815,0.7308350801467896,495.6971664428711,574.8040542602539
0.9144599735736847,517.957763671875,0.7308350801467896,1.0980848670005798,472.1252899169922,563.7902374267578
-0.918255627155304,397.53192138671875,-1.101381540298462,-0.735129714012146,362.3913040161133,432.6725387573242
-0.5520437955856323,395.3671569824219,-0.735129714012146,-0.36895787715911865,365.4082717895508,425.32604217529297
-0.1858524652197957,415.8268737792969,-0.36895787715911865,-0.0027470532804727554,386.4235954284668,445.23015213012695
0.1805318845435977,417.33477783203125,-0.0027470532804727554,0.36381082236766815,387.9105987548828,446.7589569091797
0.5473229512572289,404.16217041015625,0.36381082236766815,0.7308350801467896,374.23841285705566,434.08592796325684
0.9144599735736847,394.3511047363281,0.7308350801467896,1.0980848670005798,360.34002685546875,428.3621826171875
-0.918255627155304,265.5889587402344,-1.101381540298462,-0.735129714012146,241.9900894165039,289.18782806396484
-0.5520437955856323,264.3958435058594,-0.735129714012146,-0.36895787715911865,244.4245491027832,284.36713790893555
-0.1858524652197957,279.7083740234375,-0.36895787715911865,-0.0027470532804727554,260.02821350097656,299.38853454589844
0.1805318845435977,280.40350341796875,-0.0027470532804727554,0.36381082236766815,260.6866111755371,300.1203956604004
0.5473229512572289,272.23583984375,0.36381082236766815,0.7308350801467896,252.2793960571289,292.1922836303711
0.9144599735736847,267.06512451171875,0.7308350801467896,1.0980848670005798,244.22356414794922,289.9066848754883
-0.918255627155304,172.3033447265625,-1.101381540298462,-0.735129714012146,156.99651718139648,187.61017227172852
-0.5520437955856323,172.79034423828125,-0.735129714012146,-0.36895787715911865,159.7150592803955,185.865629196167
-0.1858524652197957,182.5066375732422,-0.36895787715911865,-0.0027470532804727554,169.66757202148438,195.345703125
0.1805318845435977,183.63217163085938,-0.0027470532804727554,0.36381082236766815,170.73038864135742,196.53395462036133
0.5473229512572289,177.92367553710938,0.36381082236766815,0.7308350801467896,164.86797523498535,190.9793758392334
0.9144599735736847,174.87921142578125,0.7308350801467896,1.0980848670005798,159.7959499359131,189.9624729156494
-0.918255627155304,104.69313049316406,-1.101381540298462,-0.735129714012146,95.14461708068848,114.24164390563965
-0.5520437955856323,105.9460220336914,-0.735129714012146,-0.36895787715911865,97.88661289215088,114.00543117523193
-0.1858524652197957,113.01908874511719,-0.36895787715911865,-0.0027470532804727554,104.99458122253418,121.0435962677002
0.1805318845435977,113.25547790527344,-0.0027470532804727554,0.36381082236766815,105.20835781097412,121.30259799957275
0.5473229512572289,110.16405487060547,0.36381082236766815,0.7308350801467896,102.02404880523682,118.30406093597412
0.9144599735736847,108.21871948242188,0.7308350801467896,1.0980848670005798,98.77152252197266,117.6659164428711
-0.918255627155304,58.30272674560547,-1.101381540298462,-0.735129714012146,52.830262184143066,63.77519130706787
-0.5520437955856323,59.63935089111328,-0.735129714012146,-0.36895787715911865,55.078206062316895,64.20049571990967
-0.1858524652197957,64.33724975585938,-0.36895787715911865,-0.0027470532804727554,59.767035484313965,68.90746402740479
0.1805318845435977,64.50556182861328,-0.0027470532804727554,0.36381082236766815,59.900179862976074,69.11094379425049
0.5473229512572289,62.373538970947266,0.36381082236766815,0.7308350801467896,57.77957057952881,66.96750736236572
0.9144599735736847,61.429954528808594,0.7308350801467896,1.0980848670005798,55.83887004852295,67.02103900909424
